GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9		
ENSG00000064886	157	18	11	70	119	77	90	22	18		
ENSG00000156171	268	970	534	736	2074	2410	4093	1162	982		
ENSG00000238365	0	0	0	0	4	4	2	1	0		
ENSG00000237920	0	0	0	0	0	0	0	0	0		
ENSG00000226855	4	10	3	10	6	8	7	15	23		
ENSG00000228264	0	0	0	2	1	0	5	0	0		
ENSG00000169291	29	78	34	128	417	349	279	95	104		
ENSG00000187980	2	6	10	10	10	11	13	1	7		
ENSG00000284710	0	2	0	0	0	0	0	0	0		
ENSG00000288670	17	94	39	85	296	147	301	80	103		
ENSG00000143437	419	918	410	782	2471	2585	3001	1892	872		
ENSG00000200175	0	0	0	0	0	0	0	1	0		
ENSG00000229357	0	0	0	0	0	0	0	0	0		
ENSG00000143799	846	2727	1576	3101	5158	5327	5894	4575	3123		
ENSG00000158864	523	1580	869	1571	4029	4409	5377	2068	2432		
ENSG00000248642	0	0	0	0	0	0	0	0	0		
ENSG00000248442	0	0	0	0	0	0	0	0	0		
ENSG00000251686	0	0	0	0	0	0	0	0	0		
ENSG00000249197	0	0	0	0	0	0	0	0	0		
ENSG00000288636	0	0	0	0	0	0	0	0	0		
ENSG00000117450	1011	3521	3674	4114	9621	13528	16162	5026	7489		
ENSG00000234379	0	0	0	0	0	0	0	0	1		
ENSG00000132780	764	1829	899	3098	4590	7241	7528	2595	4232		
ENSG00000159588	7	29	8	31	64	60	111	27	28		
ENSG00000159592	745	2927	1295	2225	5965	6384	9624	3384	3676		
ENSG00000225447	0	5	3	7	15	23	20	8	11		
ENSG00000234329	3	4	5	12	21	25	36	8	10		
ENSG00000159596	208	403	253	556	1098	1201	1941	433	608		
ENSG00000230896	6	20	6	20	28	38	46	19	28		
ENSG00000143570	5	46	24	36	61	108	115	84	34		
ENSG00000142864	2664	5717	4012	7103	11942	14337	11893	9705	9610		
ENSG00000198160	627	949	529	833	2515	2003	2221	1189	1078		
ENSG00000162426	20	9	11	19	23	17	25	10	4		
ENSG00000117245	14	2	4	16	21	13	24	8	10		
ENSG00000116750	391	728	609	821	1736	2125	2377	1085	1076		
ENSG00000235169	6	1	3	3	1	2	12	1	2		
ENSG00000116514	472	757	520	744	1575	1988	2164	909	1130		
ENSG00000162419	157	263	141	248	547	937	598	345	345		
ENSG00000154222	304	716	346	770	1356	1745	2099	821	1242		
ENSG00000173406	3	4	7	15	57	21	41	315	39		
ENSG00000197147	238	529	285	465	1602	1273	2175	815	820		
ENSG00000189195	62	195	66	159	309	426	807	227	198		
ENSG00000058673	4	11	7	8	42	18	31	15	14		
ENSG00000131236	3894	5704	4324	4819	14643	19261	22380	9550	9535		
ENSG00000133216	100	3415	1578	3858	4347	5354	5717	2784	3921		
ENSG00000248333	231	608	442	935	686	1024	1030	1161	1093		
ENSG00000162390	43	607	261	343	787	852	1731	645	1082		
ENSG00000117448	598	1632	966	1748	3459	4035	4869	3006	1877		
ENSG00000162687	6	10	23	9	93	52	43	24	9		
ENSG00000143387	1008	469	2206	1393	8384	7800	8056	1192	1030		
ENSG00000227000	0	0	0	0	0	0	0	0	0		
ENSG00000176256	0	0	0	0	0	1	0	1	0		
ENSG00000217644	0	0	1	4	5	2	2	0	0		
ENSG00000276645	0	0	0	0	0	0	0	0	0		
ENSG00000278997	3	6	3	11	15	9	18	10	7		
ENSG00000116525	40	67	55	128	187	248	302	166	143		
ENSG00000279179	1	8	3	12	19	7	20	18	14		
ENSG00000284721	0	0	0	0	0	0	0	1	0		
ENSG00000225934	1	0	0	1	1	0	0	1	0		
ENSG00000215812	0	0	0	0	1	0	0	0	0		
ENSG00000230005	0	1	0	7	3	1	0	1	1		
ENSG00000163131	2934	4368	2018	3088	14724	13582	18497	6184	5115		
ENSG00000183814	70	192	110	195	529	586	741	308	333		
ENSG00000274178	0	0	0	0	0	0	0	0	0		
ENSG00000274764	0	0	0	0	0	0	0	0	0		
ENSG00000277862	0	0	0	0	0	0	0	0	0		
ENSG00000236179	0	0	0	0	0	0	0	0	0		
ENSG00000275774	1	1	0	0	0	0	0	1	0		
ENSG00000233336	0	0	0	0	0	0	0	0	0		
ENSG00000179412	8	15	14	8	6	4	9	12	12		
ENSG00000213516	222	227	174	305	986	728	1497	393	393		
ENSG00000202385	0	0	0	0	0	0	0	0	0		
ENSG00000117228	1562	600	412	1061	3417	3611	3504	499	776		
ENSG00000234518	52	49	55	62	132	88	150	56	76		
ENSG00000162645	1930	1057	507	1426	4223	3249	4922	2006	1136		
ENSG00000213512	3	3	0	9	10	4	0	9	3		
ENSG00000162654	2051	445	174	865	3046	1861	1390	298	476		
ENSG00000126705	162	97	235	221	228	225	357	328	242		
ENSG00000000938	276	28	137	236	535	348	449	100	124		
ENSG00000126709	329	78	1820	377	371	694	361	751	229		
ENSG00000277058	1	1	3	3	1	1	1	4	6		
ENSG00000238015	0	0	0	1	3	0	0	2	0		
ENSG00000235400	2	7	2	0	2	3	0	5	5		
ENSG00000137959	301	74	482	551	1093	1233	533	34	66		
ENSG00000174151	55	266	94	483	713	628	1364	387	295		
ENSG00000181754	26	157	74	272	298	186	741	77	153		
ENSG00000254942	0	0	0	0	1	0	0	0	1		
ENSG00000206832	0	1	0	1	2	7	4	1	1		
ENSG00000225113	0	0	0	0	0	0	0	0	0		
ENSG00000284443	0	0	0	0	0	0	0	0	0		
ENSG00000228703	0	207	138	515	497	586	724	512	337		
ENSG00000235045	2	4	9	13	9	14	12	4	9		
ENSG00000134183	3	22	16	51	35	35	53	53	15		
ENSG00000073756	63	130	64	2561	1248	2182	559	1813	2193		
ENSG00000153904	499	2920	1250	2299	5903	6467	12104	5377	4453		
ENSG00000228040	0	0	1	0	1	0	1	0	0		
ENSG00000229020	1	0	6	15	5	2	23	4	13		
ENSG00000134259	4	3	15	8	7	28	23	3	6		
ENSG00000188976	623	1320	1160	3289	1362	2749	2623	2633	2666		
ENSG00000187583	78	84	90	114	38	55	52	187	182		
ENSG00000272512	6	18	16	11	13	42	23	62	19		
ENSG00000188290	41	53	84	42	16	30	44	94	21		
ENSG00000187608	915	139	573	505	123	362	310	374	162		
ENSG00000231702	1	4	20	31	12	24	24	28	26		
ENSG00000242590	0	0	0	0	0	0	0	0	0		
ENSG00000256407	0	0	0	1	2	1	5	0	0		
ENSG00000116221	451	1192	689	1420	2281	3258	4383	1406	2088		
ENSG00000198711	1	22	8	15	66	26	70	30	27		
ENSG00000237173	0	0	0	0	0	0	0	0	0		
ENSG00000227453	2	5	1	2	2	1	6	0	3		
ENSG00000117601	0	0	0	1	3	1	10	1	0		
ENSG00000232964	0	0	0	0	0	0	0	0	0		
ENSG00000235817	0	0	0	0	0	0	0	0	0		
ENSG00000135775	85	758	378	666	2334	1423	2129	1171	1116		
ENSG00000135773	6	146	17	63	778	161	285	1291	61		
ENSG00000202063	0	0	0	0	0	0	0	0	0		
ENSG00000119280	271	987	853	855	1497	1917	2917	1799	1238		
ENSG00000287395	0	0	0	0	1	0	1	0	0		
ENSG00000240502	0	0	0	0	0	0	0	0	0		
ENSG00000137965	244	172	485	366	1287	1073	729	670	173		
ENSG00000163239	1	7	3	7	34	19	18	6	6		
ENSG00000287064	1	0	1	2	2	1	5	0	1		
ENSG00000233647	0	0	0	0	0	2	2	1	0		
ENSG00000186118	0	2	0	2	3	2	11	0	1		
ENSG00000159658	913	4318	2001	2477	8678	6859	13220	3129	4218		
ENSG00000236476	0	0	0	0	0	0	0	0	0		
ENSG00000143801	3	29	9	27	60	41	37	31	30		
ENSG00000199595	0	0	0	0	0	0	0	0	0		
ENSG00000132185	23	14	3	9	76	45	18	13	23		
ENSG00000241347	0	0	0	0	0	1	0	0	0		
ENSG00000081721	48	174	94	216	640	598	756	335	234		
ENSG00000082512	193	1643	671	1442	4178	2672	5084	2261	1571		
ENSG00000236809	4	13	1	9	31	48	44	21	28		
ENSG00000238137	0	0	0	0	2	1	0	0	0		
ENSG00000223649	0	0	0	0	1	0	0	0	0		
ENSG00000170385	446	1130	927	997	3473	2160	3260	1301	1268		
ENSG00000261314	0	0	0	0	1	0	1	1	2		
ENSG00000224763	0	1	0	0	2	1	4	2	5		
ENSG00000198570	1	1	0	0	7	1	3	2	0		
ENSG00000118217	494	1238	797	968	3802	3567	3772	2062	1874		
ENSG00000181227	0	22	12	19	57	28	44	42	24		
ENSG00000137955	362	1168	500	1735	3352	3891	2134	1399	2094		
ENSG00000206620	0	0	0	0	0	0	0	0	0		
ENSG00000207241	0	0	0	0	0	0	0	0	0		
ENSG00000201487	0	0	0	0	0	0	0	0	0		
ENSG00000057468	1	23	2	1	16	16	12	0	4		
ENSG00000213047	232	458	248	297	1300	823	1158	898	447		
ENSG00000207139	0	0	0	0	0	0	0	0	0		
ENSG00000213046	0	1	0	0	1	0	1	0	0		
ENSG00000235582	7	10	16	29	24	22	39	35	44		
ENSG00000233040	1	0	0	2	0	1	0	0	2		
ENSG00000224901	0	0	0	0	0	0	0	0	0		
ENSG00000134376	1	0	0	1	4	1	3	0	1		
ENSG00000117400	4	7	5	7	30	19	48	8	5		
ENSG00000287113	0	3	0	1	1	0	3	2	0		
ENSG00000117399	471	755	260	938	1645	2612	2798	865	1390		
ENSG00000066322	1061	1490	1218	1119	2411	3631	4576	1754	2173		
ENSG00000283836	0	0	0	0	0	0	0	0	0		
ENSG00000159479	152	507	400	533	1237	1624	1841	830	619		
ENSG00000116337	295	888	588	2262	1782	1990	2779	2324	1505		
ENSG00000066279	278	701	278	753	2152	1225	2371	785	1229		
ENSG00000224727	1	1	1	1	3	2	2	2	2		
ENSG00000265201	0	0	0	0	1	1	2	2	1		
ENSG00000236031	0	6	17	10	54	70	77	22	21		
ENSG00000226766	0	0	0	0	0	0	0	0	0		
ENSG00000232184	0	0	0	0	0	0	0	0	0		
ENSG00000228939	0	0	0	1	0	0	0	0	0		
ENSG00000117020	277	149	414	408	1115	1434	1497	387	310		
ENSG00000198912	134	552	230	531	785	1310	1070	635	629		
ENSG00000260460	0	0	0	0	1	0	0	0	0		
ENSG00000183856	231	1638	600	2043	3377	4336	4706	3031	3899		
ENSG00000163382	367	1425	1036	1900	2855	3476	4227	2125	2075		
ENSG00000132702	0	0	4	0	1	2	4	1	1		
ENSG00000272068	6	169	94	8	204	56	121	142	82		
ENSG00000132692	1	88	122	28	168	303	278	147	217		
ENSG00000132688	328	258	324	490	1165	2956	1449	413	964		
ENSG00000237588	0	0	0	0	1	0	0	1	0		
ENSG00000143320	335	13	108	81	55	85	159	11	17		
ENSG00000143303	90	483	228	551	750	1105	1185	912	675		
ENSG00000143314	208	684	479	683	1121	1084	1658	783	696		
ENSG00000143294	364	722	422	756	1309	1746	1839	1353	941		
ENSG00000287624	0	49	34	73	146	191	192	163	84		
ENSG00000265538	0	0	0	0	0	1	0	0	0		
ENSG00000275816	0	0	0	0	0	0	0	0	0		
ENSG00000200262	0	0	0	0	0	0	0	0	0		
ENSG00000213478	1	2	3	7	2	2	2	6	10		
ENSG00000123091	658	979	789	730	2303	2262	3327	1169	1092		
ENSG00000233406	4	12	8	12	6	4	7	31	48		
ENSG00000236434	1	0	1	2	5	0	4	0	2		
ENSG00000232027	1	1	2	2	4	9	5	3	1		
ENSG00000206595	0	0	0	0	1	0	0	0	0		
ENSG00000238140	0	1	0	1	3	3	0	3	0		
ENSG00000252032	0	0	0	0	1	0	0	0	0		
ENSG00000285268	0	0	0	0	0	0	0	0	0		
ENSG00000234711	0	0	0	0	1	1	1	2	0		
ENSG00000283040	0	0	0	0	1	0	0	0	0		
ENSG00000237330	60	23	18	20	17	10	28	8	23		
ENSG00000131591	67	101	74	300	87	148	216	264	303		
ENSG00000223823	5	8	2	31	3	9	17	8	20		
ENSG00000272141	11	146	25	403	143	77	348	498	464		
ENSG00000085831	111	826	390	406	1808	3517	2719	2242	2085		
ENSG00000239794	0	0	0	0	0	0	0	0	0		
ENSG00000187634	5	99	157	398	138	180	266	419	298		
ENSG00000156875	8	3	16	19	7	4	16	24	17		
ENSG00000241073	0	1	0	1	0	0	0	0	1		
ENSG00000156876	62	204	108	239	486	733	875	267	302		
ENSG00000226952	0	0	0	0	2	3	3	0	0		
ENSG00000137992	175	503	301	614	1234	1317	1770	724	703		
ENSG00000271415	0	1	0	1	1	4	0	0	0		
ENSG00000225169	0	5	2	1	3	1	3	5	6		
ENSG00000230287	0	0	0	1	1	0	0	0	0		
ENSG00000137996	422	821	361	490	1348	1805	2613	710	912		
ENSG00000207750	0	1	0	3	3	5	5	1	4		
ENSG00000137948	0	3	0	0	0	1	1	1	0		
ENSG00000121774	1342	2996	1606	3561	4497	7838	9958	3930	4366		
ENSG00000203325	0	3	1	1	1	5	3	3	2		
ENSG00000121775	90	183	94	282	223	323	659	275	172		
ENSG00000266203	0	0	0	0	1	0	0	0	1		
ENSG00000276493	0	0	0	0	0	0	0	1	0		
ENSG00000025800	694	1356	685	1380	2214	3384	3850	1818	1763		
ENSG00000160050	30	74	33	151	190	155	168	182	108		
ENSG00000231346	3	1	1	2	15	9	21	0	2		
ENSG00000064703	150	405	233	552	1149	1210	1621	519	625		
ENSG00000122406	5389	15103	10036	13987	24372	37183	50999	16191	18192		
ENSG00000154511	58	286	195	327	1266	1315	1981	506	556		
ENSG00000206680	0	0	0	0	0	0	0	0	0		
ENSG00000207523	1	9	3	14	28	23	44	5	13		
ENSG00000207022	0	0	0	1	2	1	6	1	1		
ENSG00000252121	0	0	0	0	0	0	0	0	0		
ENSG00000239710	0	0	0	0	0	0	1	0	0		
ENSG00000287797	0	1	0	1	9	7	1	1	1		
ENSG00000252752	0	0	0	0	0	0	0	0	0		
ENSG00000222664	0	0	0	0	0	0	0	0	0		
ENSG00000251837	0	0	0	0	0	0	0	0	0		
ENSG00000143033	222	467	237	595	1267	1416	2304	645	707		
ENSG00000235432	0	0	0	0	0	0	0	0	0		
ENSG00000189410	3	17	7	3	4	11	27	20	8		
ENSG00000251914	0	0	0	0	1	0	0	0	0		
ENSG00000221808	0	0	0	0	0	0	0	0	0		
ENSG00000233072	0	0	0	1	0	0	1	1	0		
ENSG00000236073	0	0	0	0	0	0	0	0	0		
ENSG00000235112	0	0	0	0	0	0	0	0	0		
ENSG00000287192	0	1	0	1	4	3	5	1	6		
ENSG00000117298	1335	1657	1216	2052	3403	4390	4304	1613	3793		
ENSG00000231105	2	1	8	6	15	16	17	3	10		
ENSG00000143502	3	10	5	5	17	11	24	7	2		
ENSG00000251789	0	0	0	0	0	0	0	0	0		
ENSG00000178395	0	0	0	0	0	0	0	0	0		
ENSG00000206835	0	0	0	0	0	0	0	0	0		
ENSG00000162620	0	15	8	16	23	23	31	36	9		
ENSG00000116783	0	0	0	0	0	0	2	0	0		
ENSG00000237324	0	2	1	3	2	1	3	5	1		
ENSG00000233894	0	0	0	0	0	0	1	0	0		
ENSG00000162621	0	1	0	5	3	3	2	0	0		
ENSG00000178965	1	0	0	1	4	3	2	0	0		
ENSG00000272864	1	1	3	1	11	15	4	3	0		
ENSG00000116791	468	510	569	247	1390	2404	1362	947	744		
ENSG00000162623	174	411	213	359	1168	1163	995	619	453		
ENSG00000259030	0	11	6	10	34	7	8	16	5		
ENSG00000215909	0	0	0	0	0	0	0	0	0		
ENSG00000222952	0	0	0	0	1	0	0	0	0		
ENSG00000237445	0	0	0	0	1	0	0	0	0		
ENSG00000253085	0	0	0	0	0	0	0	0	0		
ENSG00000199352	0	0	0	0	0	0	0	0	0		
ENSG00000201588	0	0	0	0	0	0	0	0	0		
ENSG00000199337	0	0	0	0	0	0	0	0	0		
ENSG00000200381	0	0	0	0	0	0	0	0	0		
ENSG00000199396	0	0	0	0	0	0	0	0	0		
ENSG00000200624	0	0	0	0	0	0	0	0	0		
ENSG00000202521	0	0	0	0	0	0	0	0	0		
ENSG00000200343	0	0	0	0	0	0	0	0	0		
ENSG00000201321	0	0	0	0	0	1	0	0	0		
ENSG00000199910	0	0	0	0	0	0	0	0	0		
ENSG00000199334	0	0	0	0	0	0	0	0	0		
ENSG00000199270	0	0	0	0	0	0	0	0	0		
ENSG00000202526	0	0	0	0	0	0	0	0	0		
ENSG00000201355	0	0	0	0	0	0	0	0	0		
ENSG00000201925	0	0	0	0	0	0	0	0	0		
ENSG00000202257	0	0	0	0	0	0	0	0	0		
ENSG00000200370	0	0	0	0	0	0	0	0	0		
ENSG00000212237	1	3	1	2	1	0	0	1	0		
ENSG00000183929	1	4	3	3	4	1	3	6	1		
ENSG00000206878	0	0	0	0	2	1	1	0	1		
ENSG00000154358	111	86	176	391	403	110	635	190	180		
ENSG00000284964	0	0	0	0	0	0	0	0	0		
ENSG00000206828	0	0	0	0	0	0	0	0	0		
ENSG00000284842	0	0	0	0	0	0	0	0	0		
ENSG00000275229	0	0	0	0	0	0	0	0	0		
ENSG00000226500	0	0	0	0	0	0	0	0	0		
ENSG00000233030	0	2	4	12	18	9	21	1	0		
ENSG00000183598	1	2	2	3	2	2	0	3	0		
ENSG00000264207	0	0	1	0	0	0	0	0	1		
ENSG00000184260	6	1	4	2	2	4	4	12	0		
ENSG00000184270	0	0	3	0	1	0	3	10	1		
ENSG00000178096	45	52	44	64	74	88	122	133	73		
ENSG00000159164	38	30	67	68	185	218	303	64	72		
ENSG00000143368	440	776	449	950	1835	2190	2874	1572	1385		
ENSG00000150337	134	28	105	86	153	198	165	20	15		
ENSG00000231333	0	0	0	0	2	1	1	1	1		
ENSG00000170128	7	0	0	0	0	1	6	0	0		
ENSG00000201032	0	0	0	0	2	0	1	0	0		
ENSG00000116852	183	579	206	706	1006	1271	814	2377	1386		
ENSG00000116857	573	773	615	876	1262	1152	2951	1691	1750		
ENSG00000163395	42	71	9	6	118	17	85	6	21		
ENSG00000226970	2	8	5	11	4	6	2	6	13		
ENSG00000199959	0	0	0	1	4	1	0	0	0		
ENSG00000203943	3	121	2	94	268	151	379	124	82		
ENSG00000285361	0	0	0	0	6	2	7	1	0		
ENSG00000228153	0	0	0	0	0	0	1	0	0		
ENSG00000252650	0	0	0	0	0	0	0	0	0		
ENSG00000251861	0	0	0	0	0	0	0	0	0		
ENSG00000287197	0	0	0	0	0	0	0	0	0		
ENSG00000229657	0	3	0	7	5	3	3	2	2		
ENSG00000174529	8	9	13	13	49	24	45	22	15		
ENSG00000271580	1	10	4	5	22	6	19	8	10		
ENSG00000116984	290	837	674	914	2332	1688	2105	1433	1084		
ENSG00000223306	0	0	0	0	0	0	0	0	0		
ENSG00000143742	1289	2830	1456	2314	7708	6030	8944	6093	3486		
ENSG00000234112	0	0	0	0	1	1	0	0	0		
ENSG00000242861	26	129	27	109	337	110	286	186	110		
ENSG00000196187	633	4719	966	5144	9854	8619	12695	7884	5110		
ENSG00000243709	12	58	4	736	387	257	444	114	136		
ENSG00000255835	0	0	0	0	0	0	0	0	0		
ENSG00000284519	0	0	0	0	0	0	0	0	0		
ENSG00000248322	0	0	0	0	0	0	0	0	0		
ENSG00000143768	0	5	1	0	10	3	8	13	1		
ENSG00000213032	0	0	0	0	0	0	0	0	0		
ENSG00000143819	243	806	896	980	1472	883	1644	1033	890		
ENSG00000116649	277	552	368	1037	772	1651	1124	1259	904		
ENSG00000171824	337	1318	566	1265	2070	4056	3004	1668	1936		
ENSG00000253086	0	0	0	0	0	0	0	0	0		
ENSG00000117614	442	921	584	914	1424	2708	2324	981	1123		
ENSG00000117616	253	2046	548	1876	4016	4738	4069	2129	2091		
ENSG00000272432	1	1	1	1	2	3	1	1	1		
ENSG00000261349	1	8	2	28	57	0	62	0	1		
ENSG00000187010	2	8	5	17	54	1	78	0	0		
ENSG00000259984	1	6	2	2	8	20	10	5	9		
ENSG00000183726	881	1636	1367	1309	3062	4543	5022	2955	2234		
ENSG00000238084	3	19	5	7	8	8	23	5	16		
ENSG00000204178	183	541	377	609	1159	1920	1644	750	783		
ENSG00000198860	160	498	266	521	1241	1164	1304	1097	524		
ENSG00000199840	0	0	0	0	0	0	0	0	0		
ENSG00000160838	2	5	0	1	3	9	5	3	1		
ENSG00000211581	0	1	1	3	0	3	4	3	2		
ENSG00000266160	0	0	0	0	0	0	0	0	0		
ENSG00000155816	2	6	6	2	19	11	42	6	1		
ENSG00000252317	0	0	0	0	0	0	0	0	0		
ENSG00000233519	0	0	0	0	0	0	0	0	0		
ENSG00000180875	27	58	19	14	752	217	297	123	5		
ENSG00000224359	0	0	0	0	0	0	0	0	0		
ENSG00000226014	0	0	0	0	0	0	0	0	0		
ENSG00000231440	0	0	0	0	0	1	0	0	0		
ENSG00000228844	0	0	0	0	0	0	0	0	1		
ENSG00000251750	0	0	0	0	0	0	0	0	0		
ENSG00000234872	0	0	0	0	0	0	0	0	0		
ENSG00000143382	195	92	186	276	549	199	521	258	165		
ENSG00000184007	1314	4117	1548	3514	6338	10310	11886	4156	4630		
ENSG00000157077	181	428	229	479	1065	1130	1523	492	366		
ENSG00000162493	400	179	373	913	1867	2694	2945	618	506		
ENSG00000162542	164	555	208	520	467	767	805	661	517		
ENSG00000178922	0	418	159	391	766	886	1529	640	661		
ENSG00000121753	54	10	44	35	42	22	100	45	17		
ENSG00000162631	0	1	0	0	28	33	5	2	1		
ENSG00000235098	11	6	10	18	39	35	34	23	19		
ENSG00000143740	141	417	277	648	882	776	1390	788	773		
ENSG00000117411	252	528	339	781	909	1266	2025	934	1072		
ENSG00000162745	313	124	1181	599	874	1965	2440	554	308		
ENSG00000187862	18	4	0	6	13	11	4	5	6		
ENSG00000162891	0	0	0	1	2	7	1	3	1		
ENSG00000137976	1	11	2	3	11	11	29	2	8		
ENSG00000203663	0	0	0	1	2	1	0	0	0		
ENSG00000198128	0	0	0	0	0	0	0	0	0		
ENSG00000171180	0	0	0	0	0	0	0	0	0		
ENSG00000157873	586	1248	685	1324	2027	2160	2734	2206	2415		
ENSG00000204505	0	0	0	0	0	0	0	0	0		
ENSG00000177151	0	0	0	0	2	0	0	0	0		
ENSG00000180708	0	0	0	0	0	0	0	0	0		
ENSG00000162775	155	361	202	492	662	776	972	389	423		
ENSG00000081692	17	186	135	359	344	344	756	289	381		
ENSG00000179023	1	17	14	4	84	24	91	7	68		
ENSG00000173171	28	187	138	243	421	409	570	298	338		
ENSG00000143862	404	468	430	506	589	609	1300	960	741		
ENSG00000170075	14	46	37	58	80	61	164	87	53		
ENSG00000143376	351	761	367	689	1591	1468	1789	1058	987		
ENSG00000250734	0	4	9	5	3	1	3	3	7		
ENSG00000159409	2	4	3	42	95	624	255	10	19		
ENSG00000178796	0	1	2	13	49	268	90	1	15		
ENSG00000236940	0	0	0	0	1	1	0	0	0		
ENSG00000143436	142	678	290	667	1275	1957	1876	1000	1028		
ENSG00000143450	2	159	82	178	312	470	543	270	225		
ENSG00000232937	0	0	0	0	0	0	0	0	0		
ENSG00000269489	0	4	1	3	11	12	10	1	3		
ENSG00000213171	2	5	0	2	13	7	1	5	3		
ENSG00000196407	4	16	9	6	66	40	33	29	15		
ENSG00000159445	87	339	171	442	856	720	899	436	484		
ENSG00000223810	0	0	0	0	3	0	3	1	0		
ENSG00000197747	1967	4220	3634	3800	8405	7098	13502	5627	3754		
ENSG00000123473	181	652	319	807	1393	2567	2569	535	1046		
ENSG00000198854	0	0	0	0	0	0	0	1	0		
ENSG00000229713	0	0	0	0	0	0	0	0	0		
ENSG00000233819	0	0	0	0	0	0	0	0	0		
ENSG00000240386	0	0	0	0	0	0	0	2	0		
ENSG00000186226	0	0	2	0	27	0	0	0	0		
ENSG00000172155	0	0	0	0	2	0	0	0	0		
ENSG00000236274	1	0	0	0	0	0	0	0	0		
ENSG00000020129	178	226	194	405	464	480	697	531	440		
ENSG00000116819	4	5	5	26	26	28	16	6	11		
ENSG00000237763	0	0	0	1	0	0	0	0	0		
ENSG00000174876	0	1	0	1	0	0	0	0	0		
ENSG00000187733	0	0	0	0	0	0	0	0	0		
ENSG00000186603	51	156	55	364	233	449	710	188	317		
ENSG00000197454	0	0	0	0	0	0	0	0	0		
ENSG00000162430	491	1492	646	2292	2331	3384	4603	2960	2095		
ENSG00000173212	1	188	34	79	296	410	296	21	54		
ENSG00000163531	33	240	48	159	937	598	760	254	262		
ENSG00000184144	1	1	3	0	19	2	7	5	0		
ENSG00000143028	6	2	9	31	66	39	68	12	13		
ENSG00000154429	220	268	140	359	737	507	854	322	395		
ENSG00000252506	0	0	0	0	0	0	0	0	0		
ENSG00000252051	0	0	0	2	1	1	0	0	0		
ENSG00000230331	0	0	0	0	0	0	0	0	0		
ENSG00000143632	2	0	6	8	5	5	9	4	8		
ENSG00000226920	0	0	0	0	0	0	0	0	0		
ENSG00000279667	0	1	0	1	10	0	2	2	4		
ENSG00000187815	34	100	38	94	179	260	248	127	99		
ENSG00000238186	1	27	12	26	60	65	92	38	27		
ENSG00000117010	7	63	29	53	114	147	138	65	61		
ENSG00000286838	0	2	1	1	0	0	0	2	2		
ENSG00000236505	0	0	0	0	0	2	0	0	0		
ENSG00000229820	0	0	1	1	1	0	0	1	1		
ENSG00000221216	0	1	0	2	2	0	0	0	1		
ENSG00000242125	108	712	196	1282	977	1792	1151	540	1351		
ENSG00000274266	0	0	0	0	0	0	0	0	0		
ENSG00000200087	1	19	6	26	34	60	23	17	49		
ENSG00000231468	0	4	0	5	5	9	5	1	3		
ENSG00000279443	1	3	2	5	9	6	3	0	1		
ENSG00000180098	111	146	122	192	348	728	513	241	227		
ENSG00000221539	0	0	0	0	0	0	0	0	0		
ENSG00000278274	0	0	0	0	0	0	0	0	0		
ENSG00000273544	0	0	0	0	0	0	0	0	0		
ENSG00000280498	0	0	0	0	0	0	0	0	0		
ENSG00000274582	0	0	0	0	0	0	0	0	0		
ENSG00000188060	23	59	94	23	158	117	179	37	19		
ENSG00000270103	0	0	0	0	0	0	0	0	0		
ENSG00000274978	0	0	0	0	0	0	0	0	0		
ENSG00000243480	0	0	0	0	0	0	0	3	3		
ENSG00000117266	112	546	437	552	908	827	1957	1105	930		
ENSG00000225522	0	1	0	0	0	0	0	0	0		
ENSG00000174567	211	144	161	78	175	170	468	123	158		
ENSG00000231691	0	2	2	0	16	1	2	6	3		
ENSG00000219133	4	10	6	11	9	14	12	8	16		
ENSG00000280924	2	2	5	7	7	14	10	10	2		
ENSG00000237848	0	0	0	1	1	0	1	0	2		
ENSG00000236779	0	0	1	1	0	0	3	0	5		
ENSG00000200408	0	0	0	0	0	0	0	0	0		
ENSG00000240710	1	8	0	7	9	1	7	3	1		
ENSG00000240219	3	9	0	9	21	8	7	4	3		
ENSG00000228729	0	0	0	0	0	0	0	0	1		
ENSG00000236636	0	0	0	0	0	1	0	0	0		
ENSG00000287525	0	0	0	0	1	0	0	0	0		
ENSG00000233940	0	0	0	0	0	0	0	0	0		
ENSG00000228348	0	4	1	3	1	0	5	2	2		
ENSG00000201868	0	0	0	0	0	0	0	0	0		
ENSG00000240374	0	0	0	2	0	0	0	0	0		
ENSG00000201542	0	0	0	0	0	0	0	0	0		
ENSG00000203910	0	1	0	1	2	0	0	2	2		
ENSG00000233125	0	0	0	0	0	0	0	0	0		
ENSG00000174842	87	160	99	149	402	506	632	236	220		
ENSG00000122484	176	468	215	365	961	1231	1482	468	391		
ENSG00000242764	0	0	0	0	0	0	0	0	0		
ENSG00000223787	0	0	0	1	2	1	0	0	1		
ENSG00000229992	0	0	0	0	0	0	0	0	0		
ENSG00000201317	0	0	0	0	0	0	0	1	0		
ENSG00000225505	0	0	0	0	1	1	0	0	0		
ENSG00000234202	0	0	0	0	0	0	0	0	0		
ENSG00000223896	0	0	0	0	0	0	0	0	0		
ENSG00000279111	0	0	0	0	0	0	0	0	0		
ENSG00000187701	0	0	0	0	0	0	0	0	0		
ENSG00000231237	0	0	0	0	0	0	0	0	0		
ENSG00000203757	0	0	0	0	0	0	0	0	0		
